RegionID,SizeRank,RegionName,RegionType,StateName,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28
394404,10,"Boston, MA",Msa,MA,12746.0,9711.0,9116.0,9649.0,11432.0,14017.0,16561.0,17069.0,16640.0,16153.0,17420.0,17830.0,15322.0,11842.0,11634.0,11723.0,14160.0,16185.0,18668.0,18857.0,17276.0,16029.0,17573.0,17346.0,14257.0,10489.0,9909.0,10946.0,12204.0,10498.0,13157.0,14962.0,14476.0,14025.0,14830.0,14456.0,11673.0,8659.0,8187.0,7618.0
395057,11,"San Francisco, CA",Msa,CA,5689.0,3642.0,4036.0,5154.0,6565.0,7273.0,8221.0,8225.0,8097.0,8208.0,9068.0,9433.0,7872.0,5626.0,5704.0,6670.0,7982.0,8814.0,9689.0,9556.0,9298.0,8681.0,9554.0,9367.0,7184.0,4751.0,4779.0,6077.0,6393.0,5455.0,7704.0,8764.0,9323.0,9511.0,10003.0,10533.0,8418.0,6217.0,6213.0,6983.0
394532,12,"Detroit, MI",Msa,MI,16928.0,14450.0,14080.0,13403.0,15178.0,16899.0,18505.0,19945.0,21240.0,22278.0,21760.0,21798.0,19824.0,17275.0,17144.0,16154.0,17387.0,18823.0,20737.0,22395.0,23600.0,24268.0,24013.0,23564.0,20849.0,18111.0,17683.0,17044.0,16767.0,13211.0,18367.0,18743.0,18506.0,18216.0,17108.0,16768.0,14076.0,11774.0,11610.0,9911.0
395025,13,"Riverside, CA",Msa,CA,18323.0,16688.0,17613.0,18655.0,19625.0,20200.0,21130.0,21557.0,22179.0,22086.0,21817.0,22364.0,21686.0,19783.0,20709.0,20417.0,21509.0,21749.0,21620.0,21664.0,21720.0,21530.0,20805.0,20944.0,19310.0,17201.0,17742.0,17432.0,17058.0,15608.0,16672.0,15799.0,14654.0,14104.0,13746.0,14063.0,12237.0,10466.0,10583.0,9721.0
394976,14,"Phoenix, AZ",Msa,AZ,26597.0,24312.0,26201.0,27267.0,29110.0,29272.0,28477.0,27270.0,25579.0,25411.0,25067.0,26251.0,25980.0,24172.0,27247.0,28200.0,30300.0,30286.0,29587.0,28021.0,25683.0,24691.0,23757.0,24549.0,23058.0,20792.0,22299.0,22671.0,24151.0,23076.0,23479.0,22094.0,20866.0,20568.0,21140.0,22518.0,20150.0,17397.0,17344.0,16600.0
395078,15,"Seattle, WA",Msa,WA,9463.0,6773.0,6631.0,6530.0,8399.0,9575.0,12199.0,13157.0,13755.0,14326.0,14760.0,14285.0,12201.0,9235.0,9273.0,8552.0,10818.0,11647.0,14461.0,15280.0,14644.0,14010.0,13466.0,12153.0,9381.0,6649.0,6633.0,7257.0,8787.0,8615.0,10047.0,10435.0,11205.0,11906.0,11447.0,11256.0,8640.0,6485.0,6934.0,6578.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,12332.0,9504.0,9109.0,9998.0,11938.0,13319.0,15412.0,16516.0,16588.0,16934.0,16483.0,15773.0,13356.0,10480.0,9970.0,10017.0,11582.0,13567.0,16037.0,17621.0,17407.0,17352.0,17147.0,16517.0,13977.0,11010.0,10356.0,11206.0,13258.0,12825.0,14479.0,14647.0,14728.0,14643.0,14332.0,14082.0,10961.0,8418.0,8531.0,8255.0
395056,17,"San Diego, CA",Msa,CA,7114.0,5886.0,6449.0,6986.0,8064.0,8812.0,9380.0,9723.0,10509.0,10701.0,10544.0,10677.0,10020.0,8645.0,9028.0,8994.0,9710.0,10021.0,10515.0,10673.0,10833.0,10568.0,9803.0,9535.0,8168.0,6745.0,7130.0,7239.0,7534.0,7058.0,7954.0,7889.0,8052.0,7812.0,7466.0,7668.0,6390.0,5255.0,5370.0,5200.0
395121,18,"St. Louis, MO",Msa,MO,14187.0,12422.0,12225.0,12371.0,13864.0,14671.0,15371.0,15843.0,16080.0,16028.0,15359.0,15573.0,14121.0,12231.0,11704.0,11279.0,12925.0,13802.0,14366.0,14706.0,14673.0,14556.0,14568.0,14761.0,13482.0,11611.0,11278.0,11227.0,12349.0,11070.0,11610.0,11569.0,11614.0,11151.0,11269.0,11390.0,9724.0,8402.0,"",""
395148,19,"Tampa, FL",Msa,FL,18299.0,17209.0,19143.0,19137.0,20677.0,21402.0,20822.0,20619.0,20253.0,19939.0,19584.0,20405.0,20161.0,19227.0,21500.0,21565.0,22095.0,21148.0,20854.0,21335.0,20988.0,20236.0,19734.0,20216.0,19212.0,17691.0,19349.0,19273.0,19561.0,17976.0,18971.0,17524.0,16600.0,15699.0,14901.0,15931.0,14363.0,13205.0,13740.0,11707.0
394358,20,"Baltimore, MD",Msa,MD,14332.0,12315.0,11996.0,12295.0,13798.0,15513.0,15981.0,14999.0,14770.0,14667.0,14186.0,14322.0,13419.0,11669.0,11263.0,11154.0,12979.0,14260.0,14934.0,15217.0,14969.0,14333.0,14345.0,14265.0,12622.0,10756.0,10494.0,10569.0,11298.0,10069.0,10851.0,10551.0,10213.0,9725.0,9764.0,9790.0,8188.0,6863.0,6873.0,6008.0
394530,21,"Denver, CO",Msa,CO,12556.0,9371.0,10207.0,10776.0,12755.0,14622.0,16177.0,17660.0,17629.0,17853.0,17836.0,17658.0,15635.0,12328.0,13123.0,13356.0,15119.0,16982.0,19505.0,20535.0,20047.0,20048.0,19355.0,18258.0,14903.0,11473.0,11784.0,11962.0,14256.0,13262.0,17508.0,17283.0,16792.0,16036.0,14549.0,14220.0,10703.0,7958.0,7940.0,5820.0
