"","date","Division","POP_ESTIMATE_2019_log","Median_Household_Income_2019_log","median_listing_price_log","total_listing_count_log","cases_per_1000_log","deaths_per_1000_log","county_land_area_log","median_listing_price_clas"
"3995",2020-05-31,"West North Central",11.4836717161951,11.0689949583868,12.4684369099977,6.45362499889269,0.169015691150245,-4.575916437213,6.35215890237939,3
"8358",2021-02-28,"Middle Atlantic",11.6029855233379,10.8985709803754,11.7320609948869,5.65248918026865,4.29720284310148,0.78540867898625,6.52593833577968,2
"217",2020-07-31,"East South Central",11.5020161744622,11.077964602633,12.4956778675438,5.58724865840025,2.50906116704606,-2.19636562268168,6.40872646509566,3
"9506",2021-02-28,"West South Central",12.0829554082831,11.3599024823867,12.6759200125676,6.89264164117209,4.51978614865784,0.330131406631411,6.80464777893304,3
"8157",2020-09-30,"Middle Atlantic",12.4426061499631,11.2288236424348,12.5943915948034,6.05443934626937,2.01895998102723,-1.19104544912732,6.31209771969945,3
"10821",2021-01-31,"East North Central",11.6785754874762,10.9980583520445,12.6375303339126,4.70048036579242,4.65002417124986,-0.480360767345682,6.17370276709619,3
"6216",2021-02-28,"East South Central",10.7228487942303,10.7494845671903,11.9636825622701,4.92725368515721,4.50997017838303,0.921104933146325,6.42781443879717,3
"8780",2020-02-29,"East South Central",11.4761266167331,11.1039642526054,12.6425194912471,6.52649485957079,0,0,6.42254866783377,3
"1599",2020-03-31,"New England",11.9980393570203,11.3110662857632,12.7654026783558,6.83947643822884,-1.06493238730303,-5.09028407803818,6.08465885366681,3
"4237",2020-09-30,"East South Central",11.1628146442441,10.7448391977458,12.003956461408,5.39816270151775,2.94162720557235,-1.16401691190368,6.58486045077461,3
